constructorId,name,points,status,raceId
renault,Renault,0,Finished,14
toro_rosso,Toro Rosso,0,Finished,17
mclaren,McLaren,0,Finished,17
sauber,Sauber,0,Finished,19
force_india,Force India,0,Finished,19
sauber,Sauber,0,Finished,19
toro_rosso,Toro Rosso,0,Finished,19
force_india,Force India,0,Finished,3
renault,Renault,0,Finished,3
toro_rosso,Toro Rosso,0,Finished,3
ferrari,Ferrari,0,Finished,4
mercedes,Mercedes,0,Finished,4
mercedes,Mercedes,0,Finished,7
sauber,Sauber,0,Finished,7
force_india,Force India,0,Finished,9
renault,Renault,0,Finished,9
force_india,Force India,0,Finished,12
sauber,Sauber,0,Finished,12
