number,position,driverId,constructorId,name,Q1,Q2,Q3,racesId,year
89,18,aitken,williams,Williams,00:54.9,,,16,2020
23,12,albon,toro_rosso,Toro Rosso,01:17.8,01:17.4,,5,2019
23,12,albon,toro_rosso,Toro Rosso,01:16.9,01:16.7,,12,2019
23,12,albon,red_bull,Red Bull,01:26.6,01:26.5,,4,2020
23,12,albon,red_bull,Red Bull,00:54.6,00:54.0,,16,2020
23,12,albon,williams,Williams,01:34.0,01:26.9,,9,2022
23,11,albon,toro_rosso,Toro Rosso,01:31.4,01:30.5,,8,2019
23,11,albon,williams,Williams,01:06.5,01:06.2,,11,2022
23,11,albon,williams,Williams,01:36.9,01:36.4,,19,2022
23,11,albon,williams,Williams,01:14.3,01:11.6,,21,2022
23,9,albon,toro_rosso,Toro Rosso,01:26.5,01:26.4,01:26.3,10,2019
23,9,albon,williams,Williams,01:45.7,01:45.7,01:45.8,14,2022
23,10,albon,toro_rosso,Toro Rosso,01:12.0,01:11.4,01:11.7,6,2019
23,6,albon,red_bull,Red Bull,01:39.1,01:37.9,01:37.4,15,2019
23,6,albon,red_bull,Red Bull,01:29.4,01:28.2,01:27.9,17,2019
23,5,albon,red_bull,Red Bull,01:16.2,01:16.6,01:15.3,18,2019
23,6,albon,red_bull,Red Bull,01:34.0,01:32.9,01:32.5,19,2019
23,6,albon,red_bull,Red Bull,01:08.5,01:08.1,01:07.9,20,2019
23,6,albon,red_bull,Red Bull,01:36.1,01:36.7,01:35.7,21,2019
23,5,albon,red_bull,Red Bull,01:04.7,01:03.7,01:03.9,1,2020
23,7,albon,red_bull,Red Bull,01:20.9,01:19.0,01:21.0,2,2020
23,9,albon,red_bull,Red Bull,01:27.2,01:26.6,01:26.7,5,2020
23,6,albon,red_bull,Red Bull,01:17.4,01:17.2,01:17.0,6,2020
23,5,albon,red_bull,Red Bull,01:43.4,01:42.2,01:42.3,7,2020
23,9,albon,red_bull,Red Bull,01:21.1,01:20.1,01:20.1,8,2020
23,4,albon,red_bull,Red Bull,01:16.5,01:15.9,01:16.0,9,2020
23,10,albon,red_bull,Red Bull,01:33.9,01:33.2,01:33.0,10,2020
23,5,albon,red_bull,Red Bull,01:27.1,01:26.3,01:26.0,11,2020
23,6,albon,red_bull,Red Bull,01:17.4,01:17.4,01:17.4,12,2020
23,6,albon,red_bull,Red Bull,01:15.4,01:14.7,01:14.6,13,2020
23,4,albon,red_bull,Red Bull,01:59.4,01:52.3,01:50.4,14,2020
23,4,albon,red_bull,Red Bull,01:28.7,01:28.7,01:28.3,15,2020
23,5,albon,red_bull,Red Bull,01:36.1,01:35.7,01:35.6,17,2020
23,12,albon,toro_rosso,Toro Rosso,01:29.5,01:29.5,,2,2019
23,18,albon,williams,Williams,01:31.3,,,5,2022
23,19,albon,red_bull,Red Bull,01:39.2,,,16,2019
23,19,albon,williams,Williams,01:21.6,,,6,2022
23,19,albon,williams,Williams,01:57.0,,,17,2022
23,19,albon,williams,Williams,01:20.9,,,20,2022
23,19,albon,williams,Williams,01:26.0,,,22,2022
23,20,albon,williams,Williams,,,,4,2022
23,17,albon,toro_rosso,Toro Rosso,01:13.5,,,11,2019
23,17,albon,williams,Williams,01:30.5,,,2,2022
23,17,albon,williams,Williams,01:44.7,,,8,2022
23,17,albon,williams,Williams,01:19.3,,,13,2022
23,16,albon,williams,Williams,01:20.1,,,3,2022
23,16,albon,williams,Williams,01:13.6,,,7,2022
23,16,albon,williams,Williams,01:42.1,,,10,2022
23,16,albon,williams,Williams,01:31.3,,,18,2022
23,8,albon,red_bull,Red Bull,01:20.4,01:20.0,,14,2019
23,15,albon,williams,Williams,01:33.4,01:33.3,,12,2022
23,15,albon,williams,Williams,01:11.7,01:11.8,,15,2022
23,14,albon,toro_rosso,Toro Rosso,01:12.0,01:12.2,,7,2019
23,14,albon,red_bull,Red Bull,01:45.5,01:45.8,,13,2019
23,14,albon,williams,Williams,01:32.7,01:32.7,,1,2022
23,13,albon,toro_rosso,Toro Rosso,01:22.8,01:22.6,,1,2019
23,13,albon,toro_rosso,Toro Rosso,01:04.7,01:04.7,,9,2019
23,13,albon,red_bull,Red Bull,01:15.7,01:15.7,,3,2020
23,12,albon,toro_rosso,Toro Rosso,01:42.2,01:42.5,,4,2019
19,20,alguersuari,toro_rosso,Toro Rosso,01:17.8,,,6,2011
17,14,alguersuari,toro_rosso,Toro Rosso,01:48.7,01:49.5,,3,2010
17,14,alguersuari,toro_rosso,Toro Rosso,01:20.2,01:19.6,,18,2010
17,13,alguersuari,toro_rosso,Toro Rosso,01:58.9,01:48.3,,13,2010
19,13,alguersuari,toro_rosso,Toro Rosso,01:37.7,01:37.3,,2,2011
19,13,alguersuari,toro_rosso,Toro Rosso,01:24.0,01:23.7,,5,2011
19,6,alguersuari,toro_rosso,Toro Rosso,02:05.4,02:04.6,01:50.8,12,2011
19,13,alguersuari,toro_rosso,Toro Rosso,01:14.2,01:13.8,,19,2011
17,12,alguersuari,toro_rosso,Toro Rosso,01:36.6,01:36.0,,4,2010
19,12,alguersuari,toro_rosso,Toro Rosso,01:26.6,01:26.1,,1,2011
17,11,alguersuari,toro_rosso,Toro Rosso,01:48.1,01:47.7,,15,2010
19,11,alguersuari,toro_rosso,Toro Rosso,01:39.4,01:38.3,,16,2011
19,7,alguersuari,toro_rosso,Toro Rosso,01:36.1,01:35.6,01:36.2,3,2011
17,18,alguersuari,toro_rosso,Toro Rosso,01:57.1,,,1,2010
17,18,alguersuari,toro_rosso,Toro Rosso,01:32.4,,,10,2010
19,18,alguersuari,toro_rosso,Toro Rosso,01:16.3,,,7,2011
19,18,alguersuari,toro_rosso,Toro Rosso,01:40.2,,,8,2011
19,18,alguersuari,toro_rosso,Toro Rosso,01:35.2,,,9,2011
19,18,alguersuari,toro_rosso,Toro Rosso,01:25.3,,,13,2011
19,15,alguersuari,toro_rosso,Toro Rosso,01:41.4,01:41.2,,18,2011
17,17,alguersuari,toro_rosso,Toro Rosso,01:26.1,01:26.1,,2,2010
17,17,alguersuari,toro_rosso,Toro Rosso,01:16.0,01:16.2,,6,2010
17,17,alguersuari,toro_rosso,Toro Rosso,01:39.1,01:39.5,,9,2010
17,17,alguersuari,toro_rosso,Toro Rosso,01:22.0,01:22.0,,12,2010
17,17,alguersuari,toro_rosso,Toro Rosso,01:41.7,01:41.7,,19,2010
19,17,alguersuari,toro_rosso,Toro Rosso,01:28.1,01:27.6,,4,2011
19,17,alguersuari,toro_rosso,Toro Rosso,01:33.7,01:33.7,,10,2011
19,10,alguersuari,toro_rosso,Toro Rosso,01:26.6,01:26.3,,17,2011
17,16,alguersuari,toro_rosso,Toro Rosso,01:22.6,01:22.2,,5,2010
17,16,alguersuari,toro_rosso,Toro Rosso,01:28.5,01:28.5,,7,2010
17,16,alguersuari,toro_rosso,Toro Rosso,01:17.0,01:17.0,,8,2010
17,16,alguersuari,toro_rosso,Toro Rosso,01:16.7,01:15.6,,11,2010
17,16,alguersuari,toro_rosso,Toro Rosso,01:24.1,01:23.9,,14,2010
17,16,alguersuari,toro_rosso,Toro Rosso,01:33.5,01:33.1,,16,2010
17,16,alguersuari,toro_rosso,Toro Rosso,01:38.6,01:37.9,,17,2010
19,16,alguersuari,toro_rosso,Toro Rosso,01:23.3,01:23.0,,11,2011
19,16,alguersuari,toro_rosso,Toro Rosso,01:49.6,01:49.9,,14,2011
19,16,alguersuari,toro_rosso,Toro Rosso,01:35.1,01:33.4,,15,2011
14,10,alonso,alpine,Alpine F1 Team,01:44.1,01:43.4,01:43.2,8,2022
14,7,alonso,alpine,Alpine F1 Team,01:30.0,01:29.3,01:29.1,2,2022
14,7,alonso,alpine,Alpine F1 Team,01:13.4,01:12.7,01:12.2,7,2022
14,7,alonso,alpine,Alpine F1 Team,01:41.6,01:42.2,01:42.1,10,2022
14,7,alonso,alpine,Alpine F1 Team,01:32.8,01:32.6,01:32.6,12,2022
14,7,alonso,alpine,Alpine F1 Team,01:30.6,01:30.3,01:30.3,18,2022
14,7,alonso,alpine,Alpine F1 Team,01:13.5,01:11.4,01:12.5,21,2022
14,6,alonso,alpine,Alpine F1 Team,01:47.9,01:45.5,01:44.2,15,2021
14,6,alonso,alpine,Alpine F1 Team,01:25.2,01:23.9,01:23.5,16,2021
14,6,alonso,alpine,Alpine F1 Team,01:18.7,01:17.9,01:18.1,13,2022
14,6,alonso,alpine,Alpine F1 Team,01:46.1,01:45.6,01:45.4,14,2022
14,5,alonso,alpine,Alpine F1 Team,01:22.4,01:21.9,01:21.7,20,2021
14,5,alonso,alpine,Alpine F1 Team,01:20.2,01:19.6,01:29.2,4,2022
14,5,alonso,alpine,Alpine F1 Team,01:55.4,01:53.1,01:50.0,17,2022
14,2,alonso,alpine,Alpine F1 Team,01:32.3,01:24.8,01:21.9,9,2022
14,10,alonso,mclaren,McLaren,01:24.6,01:24.2,01:24.0,5,2016
14,10,alonso,mclaren,McLaren,01:15.5,01:15.1,01:15.4,6,2016
14,10,alonso,mclaren,McLaren,01:15.0,01:14.3,01:14.3,7,2016
14,10,alonso,mclaren,McLaren,01:32.3,01:31.7,01:32.3,10,2016
14,7,alonso,mclaren,McLaren,01:35.2,01:23.8,01:21.2,11,2016
14,9,alonso,mclaren,McLaren,01:45.4,01:44.7,01:44.6,15,2016
14,10,alonso,mclaren,McLaren,01:12.7,01:12.3,01:12.3,20,2016
14,9,alonso,mclaren,McLaren,01:41.6,01:41.0,01:41.1,21,2016
14,7,alonso,mclaren,McLaren,01:22.0,01:21.3,01:21.0,5,2017
14,8,alonso,mclaren,McLaren,01:18.4,01:17.9,01:17.5,11,2017
14,8,alonso,mclaren,McLaren,01:42.1,01:41.4,01:41.2,14,2017
14,10,alonso,mclaren,McLaren,01:33.0,01:32.0,01:31.7,15,2017
14,10,alonso,mclaren,McLaren,01:30.5,01:29.7,01:30.7,16,2017
14,9,alonso,mclaren,McLaren,01:35.7,01:35.0,01:35.0,17,2017
14,7,alonso,mclaren,McLaren,01:10.2,01:09.6,01:09.6,19,2017
14,8,alonso,mclaren,McLaren,01:18.3,01:18.1,01:17.7,5,2018
14,7,alonso,mclaren,McLaren,01:12.7,01:12.3,01:12.1,6,2018
8,3,alonso,ferrari,Ferrari,01:54.6,01:54.2,01:54.6,1,2010
8,3,alonso,ferrari,Ferrari,01:25.1,01:24.3,01:24.1,2,2010
8,3,alonso,ferrari,Ferrari,01:36.0,01:35.2,01:34.9,4,2010
8,4,alonso,ferrari,Ferrari,01:22.0,01:21.5,01:20.9,5,2010
8,4,alonso,ferrari,Ferrari,01:16.2,01:15.6,01:15.4,8,2010
8,4,alonso,ferrari,Ferrari,01:38.5,01:38.2,01:38.1,9,2010
8,3,alonso,ferrari,Ferrari,01:31.0,01:30.7,01:30.4,10,2010
8,2,alonso,ferrari,Ferrari,01:14.8,01:14.1,01:13.8,11,2010
8,3,alonso,ferrari,Ferrari,01:21.3,01:20.2,01:20.0,12,2010
8,10,alonso,ferrari,Ferrari,01:57.0,01:47.5,01:47.4,13,2010
8,1,alonso,ferrari,Ferrari,01:22.6,01:22.3,01:22.0,14,2010
8,1,alonso,ferrari,Ferrari,01:46.5,01:45.8,01:45.4,15,2010
8,5,alonso,ferrari,Ferrari,01:32.6,01:31.8,01:31.4,16,2010
8,3,alonso,ferrari,Ferrari,01:37.1,01:36.3,01:35.8,17,2010
8,5,alonso,ferrari,Ferrari,01:19.0,01:19.0,01:16.0,18,2010
8,3,alonso,ferrari,Ferrari,01:40.2,01:40.3,01:39.8,19,2010
3,5,alonso,ferrari,Ferrari,01:43.9,01:36.7,01:28.5,1,2013
3,3,alonso,ferrari,Ferrari,01:37.3,01:36.9,01:50.7,2,2013
3,3,alonso,ferrari,Ferrari,01:36.3,01:35.1,01:34.8,3,2013
3,3,alonso,ferrari,Ferrari,01:32.9,01:33.3,01:32.7,4,2013
3,5,alonso,ferrari,Ferrari,01:22.3,01:21.6,01:21.2,5,2013
3,6,alonso,ferrari,Ferrari,01:23.7,01:16.5,01:14.8,6,2013
3,6,alonso,ferrari,Ferrari,01:23.2,01:28.8,01:26.5,7,2013
3,10,alonso,ferrari,Ferrari,01:32.3,01:31.4,01:31.0,8,2013
3,8,alonso,ferrari,Ferrari,01:30.7,01:30.0,01:31.2,9,2013
3,5,alonso,ferrari,Ferrari,01:20.7,01:20.2,01:19.8,10,2013
3,9,alonso,ferrari,Ferrari,02:00.2,01:48.3,02:03.5,11,2013
3,5,alonso,ferrari,Ferrari,01:24.7,01:24.2,01:24.1,12,2013
3,7,alonso,ferrari,Ferrari,01:45.1,01:44.2,01:43.9,13,2013
3,6,alonso,ferrari,Ferrari,01:38.5,01:38.0,01:38.0,14,2013
3,8,alonso,ferrari,Ferrari,01:32.4,01:31.8,01:31.7,15,2013
3,8,alonso,ferrari,Ferrari,01:25.9,01:24.9,01:25.8,16,2013
3,6,alonso,ferrari,Ferrari,01:38.9,01:37.4,01:37.4,18,2013
3,3,alonso,ferrari,Ferrari,01:26.7,01:26.6,01:27.5,19,2013
14,5,alonso,ferrari,Ferrari,01:31.4,01:42.8,01:45.8,1,2014
14,4,alonso,ferrari,Ferrari,01:58.9,02:01.4,02:00.2,2,2014
14,10,alonso,ferrari,Ferrari,01:35.3,01:34.7,01:35.0,3,2014
14,5,alonso,ferrari,Ferrari,01:57.0,01:55.8,01:55.6,4,2014
14,7,alonso,ferrari,Ferrari,01:28.3,01:27.6,01:27.1,5,2014
14,5,alonso,ferrari,Ferrari,01:17.9,01:17.2,01:16.7,6,2014
14,7,alonso,ferrari,Ferrari,01:17.0,01:16.1,01:15.8,7,2014
14,4,alonso,ferrari,Ferrari,01:10.4,01:09.5,01:09.3,8,2014
14,7,alonso,ferrari,Ferrari,01:18.4,01:17.9,01:17.6,10,2014
14,5,alonso,ferrari,Ferrari,01:26.1,01:24.2,01:23.9,11,2014
14,4,alonso,ferrari,Ferrari,02:10.2,02:08.4,02:07.8,12,2014
14,7,alonso,ferrari,Ferrari,01:26.5,01:25.5,01:25.4,13,2014
14,5,alonso,ferrari,Ferrari,01:46.9,01:46.3,01:45.9,14,2014
14,5,alonso,ferrari,Ferrari,01:34.5,01:33.7,01:33.7,15,2014
14,8,alonso,ferrari,Ferrari,01:40.3,01:39.8,01:39.7,16,2014
14,6,alonso,ferrari,Ferrari,01:38.3,01:38.0,01:37.6,17,2014
14,8,alonso,ferrari,Ferrari,01:11.6,01:11.2,01:11.0,18,2014
14,8,alonso,ferrari,Ferrari,01:42.5,01:41.9,01:42.9,19,2014
5,5,alonso,ferrari,Ferrari,01:25.7,01:25.2,01:25.0,1,2011
5,5,alonso,ferrari,Ferrari,01:36.9,01:36.3,01:35.8,2,2011
5,5,alonso,ferrari,Ferrari,01:35.4,01:35.2,01:35.1,3,2011
5,5,alonso,ferrari,Ferrari,01:27.3,01:26.2,01:25.9,4,2011
5,4,alonso,ferrari,Ferrari,01:23.5,01:22.8,01:22.0,5,2011
5,4,alonso,ferrari,Ferrari,01:16.1,01:14.6,01:14.5,6,2011
5,2,alonso,ferrari,Ferrari,01:13.8,01:13.7,01:13.2,7,2011
5,4,alonso,ferrari,Ferrari,01:39.7,01:37.9,01:37.5,8,2011
5,3,alonso,ferrari,Ferrari,01:33.0,01:31.7,01:30.5,9,2011
5,4,alonso,ferrari,Ferrari,01:32.9,01:31.2,01:30.4,10,2011
5,5,alonso,ferrari,Ferrari,01:21.6,01:20.3,01:20.4,11,2011
5,8,alonso,ferrari,Ferrari,02:04.5,02:02.8,01:51.3,12,2011
5,4,alonso,ferrari,Ferrari,01:24.1,01:23.3,01:22.8,13,2011
5,5,alonso,ferrari,Ferrari,01:47.1,01:45.8,01:44.9,14,2011
5,5,alonso,ferrari,Ferrari,01:32.8,01:31.6,01:30.9,15,2011
5,6,alonso,ferrari,Ferrari,01:38.4,01:37.4,01:37.0,16,2011
5,4,alonso,ferrari,Ferrari,01:26.8,01:25.2,01:24.5,17,2011
5,5,alonso,ferrari,Ferrari,01:41.4,01:39.1,01:39.1,18,2011
5,5,alonso,ferrari,Ferrari,01:14.0,01:12.9,01:12.6,19,2011
5,9,alonso,ferrari,Ferrari,01:38.2,01:37.4,01:37.6,2,2012
5,9,alonso,ferrari,Ferrari,01:36.3,01:36.0,01:36.6,3,2012
5,3,alonso,ferrari,Ferrari,01:23.3,01:22.9,01:22.3,5,2012
5,6,alonso,ferrari,Ferrari,01:16.2,01:15.1,01:14.9,6,2012
5,3,alonso,ferrari,Ferrari,01:14.9,01:14.3,01:14.2,7,2012
5,1,alonso,ferrari,Ferrari,01:46.5,01:56.9,01:51.7,9,2012
5,1,alonso,ferrari,Ferrari,01:16.1,01:38.5,01:40.6,10,2012
5,6,alonso,ferrari,Ferrari,01:22.1,01:21.6,01:21.8,11,2012
5,6,alonso,ferrari,Ferrari,01:49.4,01:48.6,01:48.3,12,2012
5,10,alonso,ferrari,Ferrari,01:24.2,01:24.2,01:25.7,13,2012
5,5,alonso,ferrari,Ferrari,01:49.4,01:47.6,01:47.2,14,2012
5,7,alonso,ferrari,Ferrari,01:32.5,01:31.8,01:32.1,15,2012
5,4,alonso,ferrari,Ferrari,01:39.1,01:38.0,01:37.5,16,2012
5,5,alonso,ferrari,Ferrari,01:26.8,01:25.8,01:25.8,17,2012
5,7,alonso,ferrari,Ferrari,01:41.9,01:41.5,01:41.6,18,2012
5,9,alonso,ferrari,Ferrari,01:38.0,01:37.1,01:37.3,19,2012
5,8,alonso,ferrari,Ferrari,01:16.1,01:13.9,01:13.3,20,2012
14,9,alonso,alpine,Alpine F1 Team,01:42.9,01:42.2,01:42.3,6,2021
14,18,alonso,mclaren,McLaren,01:41.7,,,2,2015
14,18,alonso,mclaren,McLaren,01:39.3,,,3,2015
14,18,alonso,mclaren,McLaren,01:51.4,,,11,2015
14,18,alonso,mclaren,McLaren,01:30.6,,,17,2018
14,18,alonso,mclaren,McLaren,01:09.4,,,20,2018
8,19,alonso,ferrari,Ferrari,01:53.0,,,3,2010
14,19,alonso,ferrari,Ferrari,01:45.9,,,9,2014
14,20,alonso,mclaren,McLaren,,,,18,2015
14,17,alonso,mclaren,McLaren,01:35.0,,,9,2015
14,17,alonso,mclaren,McLaren,01:26.2,,,12,2015
14,17,alonso,mclaren,McLaren,01:43.2,,,19,2015
14,17,alonso,mclaren,McLaren,01:44.9,,,13,2018
14,17,alonso,mclaren,McLaren,01:35.5,,,16,2018
14,17,alonso,alpine,Alpine F1 Team,01:12.2,,,5,2021
14,17,alonso,alpine,Alpine F1 Team,01:21.0,,,6,2022
14,16,alonso,mclaren,McLaren,01:40.1,,,15,2015
14,16,alonso,mclaren,McLaren,01:21.8,,,17,2015
14,16,alonso,mclaren,McLaren,01:44.3,,,8,2017
14,16,alonso,mclaren,McLaren,01:33.0,,,8,2018
14,16,alonso,mclaren,McLaren,01:35.3,,,18,2018
14,16,alonso,alpine,Alpine F1 Team,01:18.5,,,18,2021
14,22,alonso,mclaren,McLaren,01:37.2,,,16,2016
8,24,alonso,ferrari,Ferrari,,,,6,2010
14,15,alonso,mclaren,McLaren,01:24.6,,,10,2015
14,15,alonso,mclaren,McLaren,01:32.1,,,3,2017
14,14,alonso,mclaren,McLaren,01:17.7,,,18,2017
5,9,alonso,ferrari,Ferrari,01:34.8,01:33.4,,4,2012
14,10,alonso,alpine,Alpine F1 Team,01:19.2,01:18.8,,3,2022
14,10,alonso,alpine,Alpine F1 Team,01:22.1,01:21.9,,16,2022
14,15,alonso,mclaren,McLaren,01:17.8,01:26.6,,6,2015
14,15,alonso,mclaren,McLaren,01:12.5,01:10.7,,8,2015
14,15,alonso,mclaren,McLaren,01:32.8,01:32.7,,17,2016
14,15,alonso,mclaren,McLaren,01:36.4,01:36.7,,4,2017
14,15,alonso,mclaren,McLaren,01:37.9,01:37.7,,21,2018
14,15,alonso,alpine,Alpine F1 Team,01:15.8,01:15.6,,2,2021
14,14,alonso,mclaren,McLaren,01:35.2,01:35.0,,4,2015
14,14,alonso,mclaren,McLaren,01:17.0,01:16.3,,7,2015
14,14,alonso,mclaren,McLaren,01:35.5,01:34.8,,14,2015
14,14,alonso,mclaren,McLaren,01:38.0,01:37.8,,4,2016
14,14,alonso,mclaren,McLaren,01:45.5,01:45.3,,8,2016
14,14,alonso,mclaren,McLaren,01:07.7,01:08.2,,9,2016
14,14,alonso,mclaren,McLaren,01:16.3,01:16.0,,12,2016
14,14,alonso,mclaren,McLaren,01:13.0,01:12.9,,7,2018
14,14,alonso,mclaren,McLaren,01:05.0,01:05.1,,9,2018
14,14,alonso,alpine,Alpine F1 Team,01:04.5,01:04.9,,9,2021
14,14,alonso,alpine,Alpine F1 Team,02:01.7,01:58.2,,12,2021
14,14,alonso,alpine,Alpine F1 Team,01:35.8,01:44.5,,17,2021
14,13,alonso,mclaren,McLaren,01:27.9,01:27.8,,5,2015
14,13,alonso,mclaren,McLaren,01:23.8,01:23.3,,14,2016
14,13,alonso,mclaren,McLaren,01:25.9,01:25.4,,1,2017
14,13,alonso,mclaren,McLaren,01:34.5,01:34.4,,2,2017
14,13,alonso,mclaren,McLaren,01:37.6,01:30.6,,10,2017
14,13,alonso,mclaren,McLaren,01:39.1,01:38.2,,13,2017
14,13,alonso,mclaren,McLaren,01:30.5,01:30.2,,2,2018
14,13,alonso,mclaren,McLaren,01:33.4,01:33.2,,3,2018
14,13,alonso,mclaren,McLaren,01:44.0,01:44.0,,4,2018
14,13,alonso,mclaren,McLaren,01:28.2,01:28.1,,10,2018
14,13,alonso,mclaren,McLaren,01:21.9,01:22.6,,14,2018
14,13,alonso,alpine,Alpine F1 Team,01:19.7,01:19.5,,3,2021
14,13,alonso,alpine,Alpine F1 Team,01:21.5,01:21.1,,14,2021
14,13,alonso,alpine,Alpine F1 Team,01:28.9,01:28.9,,21,2021
14,13,alonso,alpine,Alpine F1 Team,01:11.7,01:11.6,,15,2022
8,12,alonso,ferrari,Ferrari,01:27.9,01:27.6,,7,2010
5,12,alonso,ferrari,Ferrari,01:26.7,01:26.5,,1,2012
14,12,alonso,mclaren,McLaren,01:46.6,01:46.3,,13,2015
14,12,alonso,mclaren,McLaren,01:26.5,01:26.1,,1,2016
14,12,alonso,mclaren,McLaren,01:38.5,01:38.8,,3,2016
14,12,alonso,mclaren,McLaren,01:37.9,01:37.4,,18,2016
14,12,alonso,mclaren,McLaren,01:13.7,01:13.7,,7,2017
14,12,alonso,mclaren,McLaren,01:06.2,01:05.6,,9,2017
14,12,alonso,mclaren,McLaren,01:16.9,01:16.9,,19,2018
5,11,alonso,ferrari,Ferrari,01:39.4,01:38.7,,8,2012
3,11,alonso,ferrari,Ferrari,01:41.4,01:41.1,,17,2013
14,11,alonso,mclaren,McLaren,01:59.7,02:00.3,,16,2015
14,11,alonso,mclaren,McLaren,01:20.6,01:20.3,,19,2016
14,11,alonso,mclaren,McLaren,01:45.7,01:45.1,,12,2017
14,11,alonso,mclaren,McLaren,01:38.8,01:38.6,,20,2017
14,11,alonso,mclaren,McLaren,01:23.6,01:23.7,,1,2018
14,11,alonso,mclaren,McLaren,01:13.6,01:13.7,,11,2018
14,11,alonso,mclaren,McLaren,01:18.2,01:35.2,,12,2018
14,11,alonso,mclaren,McLaren,01:39.0,01:38.6,,15,2018
14,11,alonso,alpine,Alpine F1 Team,01:27.6,01:27.2,,10,2021
14,11,alonso,alpine,Alpine F1 Team,01:23.8,01:23.5,,22,2021
14,11,alonso,alpine,Alpine F1 Team,01:30.4,01:30.2,,5,2022
14,11,alonso,alpine,Alpine F1 Team,01:25.8,01:25.1,,22,2022
14,8,alonso,alpine,Alpine F1 Team,01:32.3,01:31.6,01:32.2,1,2022
14,8,alonso,alpine,Alpine F1 Team,01:06.0,01:06.1,01:06.1,11,2022
14,9,alonso,alpine,Alpine F1 Team,01:30.9,01:30.6,01:30.2,1,2021
14,9,alonso,alpine,Alpine F1 Team,01:32.2,01:31.5,01:31.3,7,2021
14,9,alonso,alpine,Alpine F1 Team,01:05.0,01:04.6,01:04.6,8,2021
14,9,alonso,alpine,Alpine F1 Team,01:17.1,01:16.5,01:16.7,11,2021
14,9,alonso,alpine,Alpine F1 Team,01:10.4,01:10.0,01:10.0,13,2021
14,9,alonso,alpine,Alpine F1 Team,01:36.4,01:36.0,01:35.9,19,2022
14,9,alonso,alpine,Alpine F1 Team,01:20.0,01:19.3,01:18.9,20,2022
14,10,alonso,alpine,Alpine F1 Team,01:18.3,01:18.0,01:18.1,4,2021
14,10,alonso,alpine,Alpine F1 Team,01:09.4,01:09.1,01:09.1,19,2021
25,22,ambrosio,virgin,Virgin,01:36.6,,,10,2011
25,23,ambrosio,virgin,Virgin,01:17.0,,,19,2011
10,16,ambrosio,lotus_f1,Lotus F1,01:25.8,01:25.4,,13,2012
25,20,ambrosio,virgin,Virgin,01:36.4,,,15,2011
25,21,ambrosio,virgin,Virgin,01:39.1,,,3,2011
25,21,ambrosio,virgin,Virgin,02:11.6,,,12,2011
25,22,ambrosio,virgin,Virgin,01:30.8,,,1,2011
25,22,ambrosio,virgin,Virgin,01:41.0,,,2,2011
25,22,ambrosio,virgin,Virgin,01:18.7,,,6,2011
25,22,ambrosio,virgin,Virgin,01:37.2,,,9,2011
25,23,ambrosio,virgin,Virgin,01:30.9,,,17,2011
25,20,ambrosio,virgin,Virgin,01:30.4,,,4,2011
25,22,ambrosio,virgin,Virgin,01:27.6,,,13,2011
25,22,ambrosio,virgin,Virgin,01:52.4,,,14,2011
25,22,ambrosio,virgin,Virgin,01:43.5,,,16,2011
25,22,ambrosio,virgin,Virgin,01:44.7,,,18,2011
25,23,ambrosio,virgin,Virgin,01:28.6,,,5,2011
25,24,ambrosio,virgin,Virgin,01:19.4,,,7,2011
25,23,ambrosio,virgin,Virgin,01:43.7,,,8,2011
25,24,ambrosio,virgin,Virgin,01:26.5,,,11,2011
9,11,barrichello,williams,Williams,01:56.0,01:55.3,,1,2010
9,11,barrichello,williams,Williams,01:36.7,01:35.7,,4,2010
9,11,barrichello,williams,Williams,01:16.9,01:16.4,,8,2010
11,11,barrichello,williams,Williams,01:28.2,01:26.8,,4,2011
9,8,barrichello,williams,Williams,01:25.7,01:25.1,01:25.2,2,2010
9,8,barrichello,williams,Williams,01:31.4,01:31.1,01:31.2,10,2010
9,8,barrichello,williams,Williams,01:16.4,01:14.7,01:15.1,11,2010
9,8,barrichello,williams,Williams,01:32.4,01:31.9,01:31.5,16,2010
9,9,barrichello,williams,Williams,01:15.6,01:15.1,01:14.9,6,2010
9,9,barrichello,williams,Williams,01:38.4,01:38.3,01:38.4,9,2010
9,10,barrichello,williams,Williams,01:23.7,01:23.1,01:23.3,14,2010
9,10,barrichello,williams,Williams,01:38.3,01:37.5,01:37.0,17,2010
9,7,barrichello,williams,Williams,01:50.3,01:48.4,01:51.5,3,2010
9,7,barrichello,williams,Williams,01:55.8,01:47.8,01:46.6,13,2010
9,7,barrichello,williams,Williams,01:40.9,01:40.5,01:40.2,19,2010
9,6,barrichello,williams,Williams,01:48.2,01:47.0,01:46.2,15,2010
9,6,barrichello,williams,Williams,01:19.8,01:18.9,01:16.2,18,2010
11,15,barrichello,williams,Williams,01:35.9,01:36.5,,3,2011
9,18,barrichello,williams,Williams,01:23.1,,,5,2010
11,18,barrichello,williams,Williams,01:39.5,,,16,2011
11,19,barrichello,williams,Williams,01:26.9,,,5,2011
11,17,barrichello,williams,Williams,01:26.3,,,1,2011
11,16,barrichello,williams,Williams,01:15.3,01:15.4,,7,2011
11,16,barrichello,williams,Williams,01:27.5,01:27.2,,17,2011
9,15,barrichello,williams,Williams,01:28.3,01:28.4,,7,2010
11,15,barrichello,williams,Williams,01:38.2,01:37.5,,2,2011
11,15,barrichello,williams,Williams,01:33.5,01:33.1,,9,2011
